db,uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
bulges_cadence_i_heavy_v1.5_10yrs.db,767.0889861841596,685.1109708414723,730.5997409277088,128.31306175714104,,0.0007837390765034353,1979.3836667307678,1235.9775778349801,115.24036221192466,1.816990180392229,0.5700382560202042,6123.268044210665,1629.112391300263,47.63898262962753,7.816474961433729,11669.865543119244,1906.4480625176548,1038.1291972486526,4406.097024266078,2395.4304675358744,5208.596883233996
bulges_i_heavy_v1.5_10yrs.db,1014.408954210805,586.5819587233601,807.0603782904005,131.54524132635385,,0.004236203027559987,2454.8912111617446,1270.6249670979373,130.79855526265806,0.4443447257605083,0.031037773953808273,4628.5413797612455,1822.050016052499,78.32749574048314,5.877568024211362,9171.531916036805,2158.1999657992174,1115.292823844282,4275.968710608542,2352.8662375196013,4047.3598649783435
daily_ddf_v1.5_10yrs.db,1205.0552088369595,1316.7992554431103,1531.3312804310353,307.6973855661023,,0.0016826623161255304,2750.00567778476,2358.223229007764,138.37100221381024,7.82026125360751,0.13984157396407684,6840.179751571874,2409.4702926636633,267.6549646582674,2.6939014565443404,4738.316912409747,2839.3635259089397,1439.4445248682728,4769.174490592205,3443.5692906034856,5851.899381886933
dcr_nham1_ug_v1.5_10yrs.db,2824.0609429173223,1139.4049925993352,1753.6119760695583,465.3147664960354,,,4050.9183356777253,2364.2175333873947,453.38027615924494,17.548024539665725,0.007291674389882085,6040.310439801033,2479.7288979425484,374.63693797603804,4.459604673572133,7230.052267064825,2668.6154466997214,1349.1430854954367,6912.324918356548,3537.036000650839,6088.396316257974
dcr_nham1_ugr_v1.5_10yrs.db,2628.8103642763635,1166.6982850813963,1573.3186773411303,464.28609812925174,,0.005662738660285435,4286.32898232916,2237.5619741518835,205.3803627416538,12.356877767757036,0.0035027861728384123,11209.626251150403,2503.371869198434,393.4180409911278,15.016551559937698,6426.733136333395,2726.71558172093,1304.3340029709616,7013.65689185703,3249.8571245745266,8014.369390126313
dcr_nham1_ugri_v1.5_10yrs.db,2528.704894956367,1129.1197901236862,1564.447360503394,456.4153361664977,,,4103.469039310656,2127.813829782085,349.9548507317709,13.43083713030901,0.040960288401161594,10766.312335534973,2211.576754579584,248.18964551322304,5.825729708248024,9379.532129393097,2560.426628382709,1501.2580569585982,6861.533325894003,3473.8440178755877,6376.260682805444
dcr_nham2_ug_v1.5_10yrs.db,3043.4696604755136,808.6946414691041,1468.0211995770248,368.4820119685479,,,4090.145986906386,2129.2122876893964,184.08153468990443,16.50835622338312,0.015465421959932665,10065.337776926397,2593.179530004527,207.453207868349,12.83648686598254,6845.64775776647,2776.386156313253,1516.9598774930357,8789.4922780211,3620.3864122579766,6518.386506236657
dcr_nham2_ugr_v1.5_10yrs.db,3006.412474681161,1003.4221940746579,1546.6499263594976,342.70022496403124,,,4498.550621417983,2105.5599077374686,287.9648322329273,0.8702613413254033,0.001586200367066176,15122.109828766292,2330.8349618146744,482.6224724234107,37.07082102455654,7101.167527384817,2638.473742935656,1471.7247593754637,6904.089751403754,3352.98604519046,7926.131167882668
dcr_nham2_ugri_v1.5_10yrs.db,2988.097216130717,1143.633399923067,1574.8659397600802,398.3082179282793,,0.0007837390765034353,4771.859456453735,2248.3448095868544,263.71992352992305,1.1720978180520967,0.029612877596791726,11489.373331694907,2035.1316042456392,271.53473293087325,9.438289560896287,10252.825933558413,2807.712331686838,1245.3291719284534,7085.5038539064535,3415.164019626131,6362.665046212716
descddf_v1.5_10yrs.db,1310.7718547845097,1233.040879178107,1445.3333119207457,385.5445926031153,,,2245.785321765781,2295.295798133803,140.79548074011893,5.059735492783807,0.012038288543408927,7648.9316336152,2422.300314178912,121.9903566626364,14.678729451991222,6382.26991104657,2653.971056221586,1261.7849356574488,6697.21796145517,3539.1693276666506,8004.643488885774
filterdist_indx1_v1.5_10yrs.db,4694.482152173998,4189.210571520213,2565.6012151949344,324.82083812789796,,0.02225428364983091,4612.645962644445,3919.0261324397597,735.9993239155548,15.479302773066541,0.1448457035033482,8404.86187412642,3475.154956861851,994.2002794521538,66.41307099987145,6677.620980776773,5073.890838217701,2216.2669970122765,12644.719730291863,5983.837599135597,14742.458643567978
filterdist_indx2_v1.5_10yrs.db,2405.3646876545545,1342.658169303702,2827.179953555176,1034.6527010682726,,,3896.8002817755887,3889.659839151174,1363.6010260718647,28.13488636773884,0.13046385140165062,13150.616317602859,5578.006402834752,641.5826376428075,25.26253490438294,10975.971907959105,5216.942802291191,2503.3370962061863,12230.593286988158,6834.429591999277,10599.347540666016
filterdist_indx3_v1.5_10yrs.db,1525.901909039491,1954.7085027309597,1456.981533644379,3.745864310019626,,,8436.40755679059,6198.489420488068,2083.7713742715064,96.29000788816079,0.043449135020975534,6807.095818798587,4064.0794875939914,281.2820546698739,1.955986904101931,7564.97970694992,5150.008257712733,2396.7446842696277,8079.147336466891,6290.630978799961,9251.962934890676
filterdist_indx4_v1.5_10yrs.db,8099.797544886059,2576.4562337087973,4595.190388182427,365.6119387932739,,,2501.227795171931,2276.6911350404444,322.87517691802884,2.4139924915062325,0.0052086983763529925,7891.46072420459,3625.2781374061915,1178.270644174792,82.42171900771203,7959.54867044886,5802.130240840292,2388.518196789171,8239.801657816775,5519.989788408701,9623.257389287308
filterdist_indx5_v1.5_10yrs.db,2554.1968834265435,1050.8675293732656,2396.7118087329786,525.3143496820478,,0.0025739448655856126,3217.090578264338,3040.0017891690472,1065.0768544664938,1.9120054144630607,0.12651987971809026,13278.829732894836,3857.4201761974136,78.17650286681196,89.9224697516381,6457.89456832793,4331.4065344685705,2215.0524599344476,13450.849795988359,9921.500242739638,15090.437654214798
filterdist_indx6_v1.5_10yrs.db,1602.7392359611886,1539.5856602201,2291.0829449657313,561.0424469011398,,,4046.4614332841666,3430.2413962346977,304.9375656509313,0.2903107723621313,0.0012540258877659903,11535.011985751951,5838.536787377514,945.8641992841864,1.7976925427345065,16605.82907878764,5935.099583326315,2260.3998476152547,8240.694116351511,4867.547141519609,9592.978105115824
filterdist_indx7_v1.5_10yrs.db,3717.856431200027,2637.97488181671,4155.76570179067,910.0536823206323,,,3397.4874948364563,4986.280436039736,242.71672598490144,8.507939859158313,0.12227047169821864,9167.140371968657,4635.184298961619,782.2829447517241,74.09580054132176,7904.789136072097,5394.525122455215,2671.796125727974,8653.182598026986,6457.346805883366,9904.972612789694
filterdist_indx8_v1.5_10yrs.db,2131.5893126335736,1356.4129404865118,2540.400059857375,745.6536582919276,,0.0006194756396805537,4405.511859521611,3595.526259193679,1276.060226163354,11.573479269882366,0.004236203027559987,14714.817295623758,4885.290487080096,480.06915761248985,6.538429087826406,8010.636410610006,5255.8866648272615,2714.9812438381964,7839.027315802267,8104.335024545204,12541.66895520876
footprint_add_mag_cloudsv1.5_10yrs.db,2204.7738368756304,1244.8671682834743,1667.4364299754259,406.7466181169125,,,3955.5318037822176,2296.4836963879757,197.47476954855728,30.368497277610615,0.04564924722118578,5794.308287904698,2784.3951937948004,246.3689420999858,14.674426099293484,5322.58848379816,2748.774750221159,991.2461322319455,5292.530508242318,3606.6363454784873,6303.166336054034
footprint_big_sky_dustv1.5_10yrs.db,163.56262651075124,3.8451673061859872,219.24578474823122,5.302093256235703,,,268.11116081589057,101.04805551725374,19.908301453363666,0.03214845922784669,0.010690561290311488,816.3389251919081,332.70000044855067,3.08171352550078,0.03949947322144322,741.7904183227153,490.5971215777067,167.32134258701686,915.9611455949462,388.274710315439,1160.9917823834417
footprint_big_sky_nouiyv1.5_10yrs.db,0.0006194756396805537,0.0006194756396805537,0.0006194756396805537,,,,38.906281963486784,16.404875540757615,,0.0033491599059816655,,97.6458102737545,0.0006337283931268195,0.004271415455332663,,0.0017167113670795225,0.0006284547612558839,,39.1394849778767,0.0006284547612558839,0.001368516525938767
footprint_big_skyv1.5_10yrs.db,0.000991397606183697,0.0006194756396805537,0.0006284547612558839,,,,42.31628146329714,55.268423346533524,1.9021642954434825,0.0318864224213913,,181.62412608269423,25.169114259547104,0.7327139533805325,,160.18506382635115,39.56378691382985,,150.37690229693393,0.0008016075546647241,0.011389458158830027
footprint_big_wfdv1.5_10yrs.db,1779.359985184428,996.2119338598993,1389.4098308474254,218.567721139105,,,2507.8954195029096,2022.0881050451487,170.31650905591837,1.756253022047231,0.0022276376343237252,6364.076992128881,2327.30860036453,150.29247491727855,1.3999787147264109,4471.547842362665,2647.490561109449,1501.9327798830827,4714.19718683729,3376.8148192595536,5563.503852196475
footprint_bluer_footprintv1.5_10yrs.db,2270.597409031344,1381.7860793194834,1464.362651513341,164.65814305909385,,,7570.607086802114,3149.6712943743396,773.8080656486944,0.6366189621181995,0.007307377722764782,7115.787911135179,2174.3551365866306,38.00287834282689,0.08780764806684668,5350.214169164355,2816.0939655052002,1285.9957149462955,4305.4103934828,2847.972655433175,4679.797899090107
footprint_gp_smoothv1.5_10yrs.db,2348.323559024132,1382.9303794611917,2835.3454501645797,616.7097678963867,,0.0012900634882883346,3985.429520075411,4241.783611785482,1324.925666093527,19.795498984211534,0.03231376698218521,12968.459929370607,5147.50928114633,961.2831243526491,46.476108464277424,10605.174258939845,5317.929409286997,3156.291744454984,8538.014795287596,7083.387866548438,10210.669418960033
footprint_newAv1.5_10yrs.db,1001.6781152199079,1042.3018149613024,1784.494367167973,403.5338879069847,,0.008891723034438108,2932.5511741144637,2432.7728549028275,429.2507937905699,1.0119331770634263,0.005636993885768631,9188.95794936207,3738.3715121055898,211.7859863885802,17.519726236654062,4683.208077043563,3804.458380871284,1788.436406201491,4547.745292663817,4626.2270560905245,5341.531681326752
footprint_newBv1.5_10yrs.db,1763.505287975008,768.0231239402613,1477.4897002438695,287.217977439606,,,3178.0736525440384,2155.506809350777,430.24656577258975,0.23947081664972156,0.00909337768978234,9959.475272595491,3171.096934858544,384.11080439562613,6.707745657166159,6720.676727686031,3257.3414978556093,1375.4652350912781,4872.517162358985,3775.7160891378535,4581.707752456063
footprint_no_gp_northv1.5_10yrs.db,1662.6113603663762,1229.5270741540148,1505.1269541214924,400.9129822805634,,,2645.6652466587834,2161.876742496714,87.73398382674,0.841302454702072,0.0010284042513737518,8395.315291739216,2186.194940803364,262.1445981391728,21.04741494008654,4645.823868488868,2488.430401848171,1177.2524970783327,6351.153472684304,2987.9376651534635,5373.056553132901
footprint_standard_goalsv1.5_10yrs.db,1345.6469376213088,1084.2689830089198,1700.0603443606713,483.51070153145156,,,2834.566033219797,2463.6550160334164,349.5977797886029,5.322945110838898,0.014700621365253795,7822.670995943795,2564.5276395452456,140.08112123253034,30.089557992357797,6592.927163446224,2659.6812326202976,1309.8523410274356,5533.352284016801,3634.2723121441054,6507.741842726438
footprint_stuck_rollingv1.5_10yrs.db,1222.4877420415553,1061.5925584497168,1454.3869646279002,443.8968355313376,,,2214.1133005096917,2297.4854067416527,311.1417666869111,8.088856915181294,0.020079607732337527,5961.991605708486,2640.1141043504585,498.03434191245367,13.91906183746216,7724.7355314031265,2818.2247072576765,1210.7275391551216,5488.311134113622,3262.9153912649836,6536.599962500072
goodseeing_gi_v1.5_10yrs.db,1383.6385910395936,1170.8763235164126,1665.0043309699847,425.9324386435532,,,3047.069342036295,2332.0709028030938,277.11317387289125,8.106301098361591,0.7522735865477872,7657.29597016082,2255.473771352841,219.36031678904249,24.998764830831437,7452.881963750505,2650.204872710925,1263.2589786639253,7393.855746584661,3212.205386866445,6506.36093960884
goodseeing_gri_v1.5_10yrs.db,1871.5917682390814,1093.280448704387,1661.7156878873984,362.59430475036254,,,3007.5032215627184,2197.289367420721,379.92435629726566,58.27664301139098,8.443072673450153,10266.55734692408,2430.8182247105715,305.51938205350206,50.90523263530757,5552.88591584875,2816.1222886491664,1274.841860319821,5303.299601611452,3368.0349639322094,6562.7569835542035
goodseeing_griz_v1.5_10yrs.db,1809.0209364738012,1227.2007400503724,1708.5335686059984,474.73729643083107,,0.001271922254324656,2367.6327311718646,2363.9431238755265,310.3423895436898,13.051576801423522,1.0355662780455184,5799.52474117902,2513.956031173094,531.9638822663601,151.56536083176005,8832.386624795432,2600.764900854115,1297.0846196625328,6865.966164930127,3719.6858947286646,8393.742076717726
goodseeing_gz_v1.5_10yrs.db,1523.412046774293,1159.9137321606536,1655.978014942187,383.95374285319747,,0.0029305559181567347,3032.085538916693,2328.472189935706,462.4235849187334,128.56256496425624,6.2806108817841615,7651.116330700068,2486.2496071032188,230.09287454766545,49.351602186402516,6576.647064198009,2615.5291888459315,1213.6248518479956,5336.3146367836525,3334.4926090199256,6536.270169087199
goodseeing_i_v1.5_10yrs.db,1761.968148189689,1197.7450320081616,1701.236538361002,433.77841790801455,,,3067.4345623891236,2477.495732230107,218.82945776911455,2.4545829912654122,0.005881383889594545,7630.096350037927,2745.8306842014895,389.9026675542969,5.236927158807411,5263.125280222937,2769.925859647904,1201.234152435221,6792.971974223555,3198.8590576454667,6339.4637233871035
greedy_footprint_v1.5_10yrs.db,1839.4695118348313,1269.3288442445185,1598.7842451518627,419.45567746037216,,,3033.556903528178,2294.566151034267,331.82324510649886,10.08337000202358,0.1733740294216636,10298.915195142776,2312.90599360319,212.33508868806726,17.849486451060063,9668.507527220654,2470.9144290963523,1377.309490108563,7339.562354222729,3869.1360493260036,6484.27983620171
roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,1025.0970022069826,766.355709745172,1012.7006473345291,59.63226274317008,,0.0159301981064523,2556.378463234903,1289.5898021507894,35.893290062390804,2.8302958202605404,0.0422370636739895,5199.1186245820145,1595.8467141082835,43.03240906734031,9.414777305946364,3638.5946859312053,1675.7409700944631,760.068836212583,3040.868425405788,2116.176180395205,3760.9539282691685
rolling_mod2_sdf_0.10_v1.5_10yrs.db,1497.8967888234788,1284.458704098736,1617.7108743672825,370.8928450443553,,,2547.2329280034505,2381.2957754391787,240.58759089008225,21.22665043803951,0.01991416071284005,6508.269219481364,3113.8261368908043,758.9096036557562,11.573476378413877,5902.199186659986,3237.2223341384984,1448.1352979287328,5757.460269328721,3222.9486601780195,6935.772500667299
rolling_mod2_sdf_0.20_v1.5_10yrs.db,2612.1742133649436,1416.060759506602,1784.5820585095141,315.40686025100445,,,4436.321323479239,2471.728783316709,237.52586057099725,20.323476478137195,0.08919863126802041,11095.602527283509,3115.0940705669514,772.9876579525776,17.61834696942814,7321.959526245458,3278.4057798354297,1502.4421538315376,7393.635060440648,3622.5650367063495,6647.069984462442
rolling_mod3_sdf_0.10_v1.5_10yrs.db,2558.0196306345065,1361.1316013454732,1664.9449452264664,387.54745179494324,,0.0010055623912752817,3548.4614606193995,2357.772903659062,160.16134180375857,7.032265193022745,0.0936135889966144,9364.514778586017,3669.8374757419824,887.4391237402039,165.19694127902534,6402.309070441522,3310.728029626266,1411.1246663350125,6270.949626022114,3577.502922124188,7336.351221983905
rolling_mod3_sdf_0.20_v1.5_10yrs.db,2689.442080385102,1365.729766716095,1736.6528407097362,448.3626236463953,,,3513.273070728963,2469.0224356157846,384.5907413921134,32.71619861051483,0.015836923942506857,9292.262148555192,3494.55973953248,403.4092554468517,99.72704682627166,8380.154631912232,3098.374988068282,1498.921901790965,8003.110051789925,4383.217221820973,7564.656706161582
rolling_mod6_sdf_0.10_v1.5_10yrs.db,1547.2601659920228,1228.96491238867,1533.2286315352112,298.07075154898706,,0.0016088241020266927,4663.965155761589,2431.8132204530943,325.45266551825864,10.596689927020734,2.643969046711255,11146.91340082034,3773.8939424326563,996.8216091880965,403.846226229885,12343.106067548182,3595.1933298186837,1883.5657242208563,9285.586361716554,4208.593720510414,8209.412713807795
rolling_mod6_sdf_0.20_v1.5_10yrs.db,1948.0177269586359,1320.8600259669379,1645.3593828483038,326.596905353761,,0.0012540258877659903,3497.7286347320473,2546.2201516691966,392.38759208476824,10.187051161483385,0.019950631426356957,10871.61577284491,3371.1357018452363,817.5680861259141,241.2088835131279,9982.602668908396,3200.2600591035225,1527.2521101183938,11013.593107503006,3525.219765683429,8621.36322294435
short_exp_2ns_1expt_v1.5_10yrs.db,3534.413275803823,1397.0278001146473,2158.5477965908235,438.9102840229371,,,5337.821735663963,3177.6654388532934,300.3479254404709,1.8557275760325753,0.002128359597654005,22847.567334702762,4046.3118296790835,657.138342900883,1.754059957785275,25348.213988080166,4473.015180831029,1574.2462356317878,26878.96776225224,4706.075349414645,30592.621710641604
short_exp_2ns_5expt_v1.5_10yrs.db,4491.815661365864,2091.8802954371145,2512.7493187880423,587.0023387902406,,,8671.40898609453,3741.6749792146647,382.43210271269015,0.8956508268579507,0.025041073386787932,17082.149192119992,4132.015226400779,212.66462114274506,8.217032254423927,19243.788511468796,3731.957684942818,1208.4099346403416,35934.18903467161,4298.25750469764,20074.606131268378
short_exp_5ns_1expt_v1.5_10yrs.db,7527.0661418297705,1653.0152350760814,2655.677700515925,762.0918762796083,,0.0008016075546647241,11308.546752721162,4247.651095642961,306.45522576759,0.24189448081434783,0.03900616226223453,37500.63664959456,4657.760470056878,357.46302858701216,4.39633656509202,35494.98248053426,4601.074483863681,1359.9323092468292,68046.26317335374,5539.887348491781,41102.6365208081
short_exp_5ns_5expt_v1.5_10yrs.db,9273.333523846259,2299.969582618552,3156.239624125705,335.2259636788551,,,10391.197575388116,4180.0014867924165,481.12281881320837,14.55524639054157,0.0014378346125991886,38493.34271933408,4837.394143583159,455.0789152122097,1.957151653373513,26646.41338146994,5799.511134237578,1071.4857048434596,19770.942767804074,4923.980795197949,17626.61060496195
spiders_v1.5_10yrs.db,1331.105501956804,1094.5576894853796,1717.438294123568,429.24970855139935,,,2242.9567109829545,2261.970363379659,202.6977043030437,4.461275396967182,0.04943045438431212,5448.696761582357,2382.816891542819,128.85274722667702,25.636434287621196,5071.160849695639,3015.084830893771,1325.990681732211,6718.973000932642,3613.5523976999666,4861.249872747791
third_obs_pt120v1.5_10yrs.db,1307.5315460309714,1387.0758990313786,1709.806928790385,330.1627920052125,,,2431.7667423609178,2565.0393451524665,444.4204993318246,2.6977562865320492,0.0006194756396805537,12745.42038029901,3160.8013401645367,333.9516740708197,0.025973779600206123,12714.524773465802,3544.2779427617324,1169.665531312263,9069.157761509872,3364.0336584047523,7003.517880160528
third_obs_pt15v1.5_10yrs.db,1417.0646372205845,1250.3091047932512,1816.017343571406,479.7289377687979,,,2956.649240529058,2357.3640783104975,323.16324044615834,29.758099372706724,0.0035187877287828854,7713.058137668789,2449.421791934563,284.7879166100507,3.8024426965571054,7001.64217069084,2865.9267677056823,1415.2238233629225,5422.071467740269,3545.1679763221077,6093.5079740921055
third_obs_pt30v1.5_10yrs.db,1770.5677252379649,1145.7943624591521,1635.0654539293794,450.0763204274686,,0.015142405042049119,3631.2900721038372,2476.450824564764,196.16357475642826,10.989883411015898,1.7545116913856136,10318.747110730093,2485.9785704947103,177.57775828345538,21.604983596240384,6896.400044931932,2973.4248120101765,1617.0140610044261,7369.380380952399,4057.2574733849005,6385.6020835667505
third_obs_pt45v1.5_10yrs.db,1402.9546782957984,1253.4189458887238,1972.6431697152038,310.6965392598822,,,3074.4017425832144,2609.660678279223,418.25563919765017,3.3351400733686,0.02559421139046265,6088.9678222695675,2600.551696488845,254.45081261647695,8.277133474703316,5322.2753499722585,3009.451920218529,1371.6294938733135,5616.508109628922,3461.77923122441,8210.521931668736
third_obs_pt60v1.5_10yrs.db,1777.038776599168,1086.5336594912035,1630.7587664504722,471.3419864721651,,,3144.82926417031,2434.6311935665376,287.1020594923101,18.04233688716026,0.0053582014221297825,8248.232117514199,2942.209166106469,451.47829643331113,1.3675155097891156,5493.629794886627,3142.1890242791546,1470.2831340658522,5710.283764629236,3535.6130226570776,6486.178633849729
third_obs_pt90v1.5_10yrs.db,1082.5223882731798,1317.7794303303351,1744.558868769561,402.9131175199778,,,2415.345595008173,2789.4637746412373,212.36988438056167,3.472985200689647,0.050255332512862266,8807.044789378937,3452.7631810792273,485.53742224078394,22.200706250030887,8728.067052572404,3617.7434624454563,1106.8315686494198,8405.833604299909,3284.673060489105,6699.504269606451
twilight_neo_mod1_v1.5_10yrs.db,1904.876541937972,1419.499768571737,1366.644732412858,478.3170121989596,,0.0010284042513737535,3260.8830732952624,1765.9701238129355,838.7435586209928,5.682054056259915,0.3124135955299163,172710.03296529662,2308.0275785349613,122.28765655382215,60.25488127993192,216034.0303293706,2017.6617741568643,826.7970480441293,238062.24461732866,3164.922303637546,8365.706993259413
twilight_neo_mod2_v1.5_10yrs.db,2575.2361215649453,1539.625604924465,1257.7218083067164,349.04303340413776,,,4372.297803346187,1950.0870426418041,124.39646699539308,8.409539993455358,0.053131051012411924,115558.79181011012,2294.692128486501,397.3241148171834,4.4038976469369,75888.00413094352,2323.1477458875615,944.3964073843628,100006.41275648364,2823.229788189736,7365.701932264619
twilight_neo_mod3_v1.5_10yrs.db,1630.5483783438112,1680.8723024045312,1264.12140475691,342.6226490580984,,,2552.8709798935038,2008.0102450299962,231.76484096079443,6.670541918397254,0.2159778024361773,78713.90987319205,2472.349800744658,189.9101078443633,12.41248574815031,80008.2680056867,2493.4981650426644,1236.336298485427,75752.9436277111,3087.8272030374187,7181.48145637135
twilight_neo_mod4_v1.5_10yrs.db,2521.652141729464,1605.2746799303611,1427.9053099852194,297.0714916888846,,,3421.9381247343376,2100.562774510839,159.0802225161325,0.2112435341911473,0.08884486776834416,61452.44324006354,2093.6207207635366,329.761357046356,18.442973727367004,56114.649413840205,2466.3977614321075,1138.3296989837993,71179.8169702058,3017.202745550615,7050.499792818156
u60_v1.5_10yrs.db,224.2548925598058,824.0849591222558,838.4472000554862,78.42422523301498,,,1654.4012057352438,2084.0070474473405,369.2364699190256,14.123565430450142,0.30541298955247675,5514.236279854768,2381.041917792818,232.5849620565594,10.683214039867545,6533.9717045509915,2870.8299866577727,1465.568005476685,8709.635275236169,3634.3199534332916,6057.763833353642
var_expt_v1.5_10yrs.db,2489.093881869008,1776.4644193910603,2576.129771919037,642.216066616255,,0.0012540258877659903,3539.9084878623053,3933.3272339372224,989.8963743321451,12.456393723240303,0.08057466240451516,8085.070469997194,3690.8260048634784,88.55574036475853,32.867752116802585,8591.638371494402,3858.019067751518,1482.4989313233534,9593.349653453664,4411.646470642917,8551.398503850887
wfd_depth_scale0.65_noddf_v1.5_10yrs.db,3614.383629297277,1804.5597733387185,2738.6261216027037,695.9177252933149,,0.011340225696451664,3623.1097610835004,3490.58631801975,331.60743890131005,5.425161636054201,0.003425108509558937,6632.526813063062,3303.727655837509,854.0250001319038,19.841793270694104,5598.6636474077,3758.279330983923,1748.7571396676094,4622.635921914618,4076.023148498675,6514.09848191057
wfd_depth_scale0.65_v1.5_10yrs.db,4168.122041380418,1740.4820490825516,2657.2555304466446,589.2972740397357,,0.0020349537129286666,3303.7077737996697,3298.41016016265,227.10941254760567,8.707671034712074,0.16598969578411446,7756.664026315301,2989.6627369370235,265.37661878561323,5.23085873988008,5351.09371728547,3444.618655028475,1595.0532733538005,5476.673300783246,3821.06202153433,10869.635861646642
wfd_depth_scale0.70_noddf_v1.5_10yrs.db,3994.463700201575,1923.1635943280764,2531.1635723827458,589.2312867726563,,0.005525262277262926,5710.64321231322,3304.06615583968,323.3368765819918,2.155855112125381,0.703112334546431,6615.387394856914,3415.57338952641,581.8809952304455,24.10981073648405,5556.396586613801,3692.420509700029,1745.118720971669,5883.44948659024,4480.834429563725,6474.719293617314
wfd_depth_scale0.70_v1.5_10yrs.db,3671.677776462553,1733.7665395555664,2418.2302276598575,444.5249026364294,,0.010540375173896322,5152.67940795653,3082.0878499759838,412.40266847367616,10.709474607994768,0.08458429320208277,7914.579144317497,2830.9612697456764,228.40004029029552,5.668624521559471,3945.322968920517,3298.846168361387,1687.0364721268782,6744.085724537179,3721.9832021767097,5803.863457656336
